ΑΜΚΑ_ΠΡΟΣΩΠΙΚΟΥ,ΟΝΟΜΑ,ΕΠΩΝΥΜΟ,ΗΛΙΚΙΑ,EMAIL,ΤΗΛΕΦΩΝΟ,ΗΜΕΡΟΜΗΝΙΑ_ΠΡΟΣΛΗΨΗΣ,ΤΥΠΟΣ_ΠΡΟΣΩΠΙΚΟΥ
11117481536,Ποθητή,Αθανασιάδου,51,pothiti_athanasiadoy@hospital.gr,210 665 0959,2026-01-20,Ιατρός
20118029005,Πύρρος,Αντωνέας,45,pyrros_antoneas@hospital.gr,+30 6963 893100,2024-04-17,Ιατρός
14087685423,Ευριπίδης,Χρυσικός,49,echrysikos@hospital.gr,+306933555707,2026-01-15,Ιατρός
02088557462,Ανδρομέδα,Τζάγκα,40,atzagka@hospital.gr,+30 2092 706774,2025-01-12,Ιατρός
27128879809,Μυρσίνη,Καψή,37,myrsini_kapsi@hospital.gr,+30 6954 860383,2025-04-09,Ιατρός
17086545716,Βαρβάρα,Δαμήλου,60,varvara.damiloy@hospital.gr,(+30) 6995 790854,2024-07-05,Ιατρός
15017994679,Φιλαρέτη,Κουρλού,47,filareti_koyrloy@hospital.gr,6944527021,2025-09-26,Ιατρός
16037267290,Μαρτίνος,Κατσίφος,54,martinos_katsifos@hospital.gr,21910 70 491,2026-06-30,Ιατρός
07058449408,Ζησούλα,Σπαθάρη,42,zisoyla_spathari@hospital.gr,2090656327,2026-07-11,Ιατρός
21107446461,Αδάμ,Ρίγκος,51,adam.rigkos@hospital.gr,+30 2796 826822,2026-04-04,Ιατρός
30109708330,Πραξιτέλης,Κομκούδης,28,praxitelis.komkoydis@hospital.gr,+30 2308 090391,2025-03-21,Ιατρός
27089112158,Λάσκαρης,Ρέντας,34,laskaris_rentas@hospital.gr,2160 014166,2024-05-10,Ιατρός
27028634014,Παυλίνα,Τσάτη,40,paylina_tsati@hospital.gr,2675078820,2025-10-14,Ιατρός
22046863505,Πολύβια,Σπανίδου,58,polyvia_spanidoy@hospital.gr,+302717649138,2026-02-24,Ιατρός
13076963118,Ναυσικά,Μηλιάδου,56,naysika_miliadoy@hospital.gr,2407080879,2024-04-30,Ιατρός
03049115587,Ευγένιος,Καραμάνος,35,eygenios.karamanos@hospital.gr,6981 424 148,2024-06-08,Ιατρός
15066445561,Πλούταρχος,Κατσίπης,61,pkatsipis@hospital.gr,210 889 4329,2026-07-27,Ιατρός
04049765143,Περικλής,Χουδαλάκης,29,pchoydalakis@hospital.gr,+306958078232,2025-03-16,Ιατρός
02038186264,Σωτήριος,Μιχαηλίδης,45,sotirios.michailidis@hospital.gr,2006039773,2025-12-26,Ιατρός
02078022955,Κλεόπας,Αγγελίδης,45,kleopas.aggelidis@hospital.gr,6910 550021,2025-06-25,Ιατρός
19117034799,Φανούριος,Αλαφάκης,55,falafakis@hospital.gr,+30 2743 586864,2025-11-09,Ιατρός
03126963930,Χρυσοβαλάντιος,Λουλάκης,56,cloylakis@hospital.gr,6938 146 450,2026-05-16,Ιατρός
01129618953,Δημήτρης,Καψάλης,29,dkapsalis@hospital.gr,2950485461,2026-05-09,Ιατρός
02049297106,Αντίγονος,Τσατσάνης,34,antigonos_tsatsanis@hospital.gr,2980 215998,2024-11-26,Ιατρός
23059304171,Πηγή,Αλεξανδρίδου,32,pigi_alexandridoy@hospital.gr,(+30) 2464 011609,2025-09-28,Ιατρός
28058685920,Θεώνη,Αρσενάκη,39,theoni.arsenaki@hospital.gr,210 0176981,2025-10-15,Ιατρός
05017393553,Γαρυφαλλιά,Κοντογεωργάκη,53,gkontogeorgaki@hospital.gr,2104748102,2026-02-16,Ιατρός
20078593378,Χριστιάνα,Σαββάκη,40,christiana_savvaki@hospital.gr,6949 516860,2024-06-09,Ιατρός
25059138149,Ανάργυρη,Γραμμένου,34,anargyri.grammenoy@hospital.gr,2600094800,2025-04-19,Ιατρός
31128168449,Σάρρα,Κουφάκη,44,sarra.koyfaki@hospital.gr,210 242 8564,2024-10-03,Ιατρός
26119233090,Δημήτριος,Πασσαλίδης,33,dimitrios.passalidis@hospital.gr,+306955612041,2026-08-06,Ιατρός
18046450046,Αγαθή,Κετεσίδου,62,aketesidoy@hospital.gr,+30 2795 689755,2024-01-27,Ιατρός
25108359031,Κρυσταλλένια,Κιορίδου,42,kkioridoy@hospital.gr,2105564779,2026-06-16,Ιατρός
23018017465,Στέφανος,Πιπερίγκος,46,stefanos.piperigkos@hospital.gr,+30 6954 664980,2024-04-06,Ιατρός
21036855841,Βενιζέλος,Σαμακίδης,58,venizelos.samakidis@hospital.gr,+30 2306 157996,2024-03-10,Ιατρός
20018969312,Πολύδωρος,Σπορδιλής,37,polydoros.spordilis@hospital.gr,6978 816721,2024-05-24,Ιατρός
25108939007,Αγαθή,Αγραφιώτη,36,aagrafioti@hospital.gr,6921 783 611,2026-11-02,Ιατρός
13106968050,Ευδοξία,Κυριαννάκη,56,eydoxia.kyriannaki@hospital.gr,(+30) 2435 483555,2024-05-20,Ιατρός
15068993499,Ελευθέριος,Σπανουδάκης,36,eleytherios_spanoydakis@hospital.gr,6942 699 577,2024-03-03,Ιατρός
23099549068,Δρόσος,Κουμιώτης,30,dkoymiotis@hospital.gr,2800 647256,2024-02-19,Ιατρός
06056298788,Αχιλλεία,Καραμανλή,64,akaramanli@hospital.gr,2150 926423,2024-06-05,Ιατρός
31077414694,Ελένη,Κώτσου,51,ekotsoy@hospital.gr,2255093552,2024-09-24,Ιατρός
18067010293,Στεφανία,Ζεγλίνα,55,stefania_zeglina@hospital.gr,22740 59 495,2026-10-17,Ιατρός
02077108433,Φανούριος,Κατσαμάνης,54,fanoyrios.katsamanis@hospital.gr,(+30) 6986 515462,2026-02-03,Ιατρός
10097761798,Μαριγώ,Καρυδά,48,marigo.karyda@hospital.gr,6998 692721,2026-03-28,Ιατρός
03067202384,Ξανθή,Μοσχοβάκη,53,xanthi_moschovaki@hospital.gr,6990423688,2025-01-19,Ιατρός
05118656775,Οδυσσεύς,Πετρογιάννης,39,odysseys_petrogiannis@hospital.gr,20460 79 581,2026-11-16,Ιατρός
15087602276,Σοφία,Καραθανάση,49,skarathanasi@hospital.gr,2500 452147,2025-03-24,Ιατρός
27057330784,Απολλωνία,Ξενίδη,52,axenidi@hospital.gr,2108520701,2024-06-30,Ιατρός
13087594481,Καλυψώ,Κυριακοπούλου,50,kalypso_kyriakopoyloy@hospital.gr,2490485756,2024-02-10,Ιατρός
22066909048,Ξανθός,Νανούρης,56,xanthos.nanoyris@hospital.gr,6944866979,2024-09-09,Ιατρός
28088884090,Ιππολύτη,Μπαφίτη,37,ippolyti.mpafiti@hospital.gr,2860 327700,2025-11-10,Ιατρός
09058303960,Διαμαντούλα,Σμιτ,43,dsmit@hospital.gr,(+30) 6944 674966,2026-05-22,Ιατρός
06028417733,Ήβη,Σαλέμη,42,isalemi@hospital.gr,2105855028,2026-12-04,Ιατρός
11019480682,Ίρις,Ταυλαρίδου,32,itaylaridoy@hospital.gr,+302860839098,2024-03-01,Ιατρός
16129514595,Αιμιλία,Καλαμάρα,30,aimilia.kalamara@hospital.gr,(+30) 2549 969490,2025-06-20,Ιατρός
24116199023,Γαλήνη,Συμεωνίδου,64,gsymeonidoy@hospital.gr,(+30) 6909 655797,2025-06-25,Ιατρός
26076648963,Ευθυμία,Λιολιοπούλου,59,elioliopoyloy@hospital.gr,23070 04 999,2024-12-09,Ιατρός
07077598311,Βλαδίμηρος,Κουτελιέρης,50,vkoytelieris@hospital.gr,+30 2082 209540,2026-03-06,Ιατρός
12057155300,Βαλέριος,Διακάκης,55,valerios_diakakis@hospital.gr,6929520028,2024-06-14,Ιατρός
07127401967,Σπυρίδων,Κόλκας,51,spyridon.kolkas@hospital.gr,2101577057,2026-01-24,Ιατρός
19109063851,Σώζων,Βακαλής,35,sozon.vakalis@hospital.gr,(+30) 2599 887928,2025-07-13,Ιατρός
17059777666,Ακρίτας,Ξηρός,29,akritas.xiros@hospital.gr,+30 2395 599014,2026-12-24,Ιατρός
25098689646,Σοφία,Γκάγκα,39,sofia.gkagka@hospital.gr,210 0186735,2024-12-29,Ιατρός
04097289185,Αιμίλιος,Βακαλάκης,53,avakalakis@hospital.gr,210 9684796,2025-11-24,Ιατρός
28068899789,Αμβροσία,Κανελλή,37,akanelli@hospital.gr,+30 6933 190553,2026-01-15,Ιατρός
19049805360,Νίκη,Δαρσακλή,28,niki.darsakli@hospital.gr,6913 789 418,2026-05-30,Ιατρός
31056169071,Λεώνη,Χωριανοπούλου,64,leoni.chorianopoyloy@hospital.gr,2980 294494,2026-11-09,Ιατρός
01048115081,Ισίδωρος,Καρούσος,45,isidoros_karoysos@hospital.gr,+306909991747,2024-01-07,Ιατρός
31127128715,Καλλιρόη,Παπανδρέου,54,kalliroi_papandreoy@hospital.gr,(+30) 6971 822682,2026-10-07,Ιατρός
25078560613,Σαμουήλ,Κουρσουμίδης,40,samoyil_koyrsoymidis@hospital.gr,210 261 3904,2025-07-24,Ιατρός
30076480256,Σουλτάνα,Μπρούζου,61,soyltana_mproyzoy@hospital.gr,+302077548697,2024-05-30,Ιατρός
14117875826,Ευγένιος,Γιαννόπουλος,47,eygenios_giannopoylos@hospital.gr,2790520027,2024-07-28,Ιατρός
31087386956,Πολυτίμη,Καζαντζή,52,polytimi.kazantzi@hospital.gr,+306988834498,2025-04-17,Ιατρός
18038419704,Ισμήνη,Δημτσούδη,42,idimtsoydi@hospital.gr,6914570812,2024-11-10,Ιατρός
06067270098,Μαρία,Ραδιοπούλου,53,maria_radiopoyloy@hospital.gr,2930 791 758,2025-05-26,Ιατρός
17098211492,Γιώργος,Κατσογιάννης,43,giorgos_katsogiannis@hospital.gr,2090992310,2025-06-18,Ιατρός
15128940931,Μυρτώ,Βαρσάμου,36,myrto.varsamoy@hospital.gr,6911 136 894,2025-08-07,Ιατρός
31076118476,Γκίκας,Ρήγας,64,gkikas.rigas@hospital.gr,(+30) 6900 637892,2026-10-30,Νοσηλευτής
15066496881,Βαρδής,Μοσχόπουλος,61,vardis.moschopoylos@hospital.gr,2390 065 722,2024-09-22,Νοσηλευτής
19109043504,Νεφέλη,Χατζηφώτη,35,nefeli_chatzifoti@hospital.gr,2109172350,2026-05-17,Νοσηλευτής
18039105982,Ιερόθεος,Καμπάκας,35,ierotheos_kampakas@hospital.gr,+302208900138,2024-05-25,Νοσηλευτής
13059468434,Λαέρτης,Ροϊδούλης,32,laertis_roidoylis@hospital.gr,+306922016132,2025-04-13,Νοσηλευτής
26039581346,Σταματίνα,Χανταμπή,31,stamatina_chantampi@hospital.gr,(+30) 2900 658656,2025-10-05,Νοσηλευτής
05119034270,Ζαχαρένια,Παπαθεοδοσίου,35,zacharenia_papatheodosioy@hospital.gr,210 4393260,2025-10-27,Νοσηλευτής
11086204373,Φανή,Βαφειάδου,63,fvafeiadoy@hospital.gr,(+30) 6914 438878,2025-02-03,Νοσηλευτής
30117815887,Παντελεήμων,Γιωτάκης,47,pgiotakis@hospital.gr,2930 963 833,2025-10-17,Νοσηλευτής
18128340575,Θεοφάνης,Κυριακάκης,42,theofanis_kyriakakis@hospital.gr,(+30) 6971 686777,2025-12-22,Νοσηλευτής
02048031608,Λαοκράτης,Χριστάρας,46,laokratis.christaras@hospital.gr,2830 546053,2026-04-10,Νοσηλευτής
17019076124,Βιολέτα,Ιωσηφίδου,36,viosifidoy@hospital.gr,2144013244,2026-05-16,Νοσηλευτής
08107361931,Όλγα,Μακρή,52,omakri@hospital.gr,6924 842655,2025-05-25,Νοσηλευτής
15088506830,Πολυκράτης,Μπούσιος,40,pmpoysios@hospital.gr,(+30) 2760 292480,2026-10-15,Νοσηλευτής
27078632318,Ευκλείδης,Σκρίμπας,39,eykleidis_skrimpas@hospital.gr,2140 786527,2024-09-23,Νοσηλευτής
21048057415,Βέρα,Κοκκινίδου,46,vkokkinidoy@hospital.gr,2150335939,2025-03-14,Νοσηλευτής
27057193151,Πολυκράτης,Μαγκούφης,54,polykratis_magkoyfis@hospital.gr,(+30) 6945 641940,2024-03-18,Νοσηλευτής
30058019899,Ευμένιος,Κωστίδης,45,ekostidis@hospital.gr,6931 245 507,2026-05-22,Νοσηλευτής
13077083422,Λέων,Χριστοδουλάκης,55,leon.christodoylakis@hospital.gr,6988 072 210,2026-11-15,Νοσηλευτής
20126534261,Βενιαμίν,Τσιάρας,60,veniamin.tsiaras@hospital.gr,2300 196 087,2026-09-05,Νοσηλευτής
26109984655,Λεωνίδας,Τσεντούρος,26,leonidas_tsentoyros@hospital.gr,+302109753054,2024-06-03,Νοσηλευτής
11076194246,Παρασκευάς,Κωτούλας,64,pkotoylas@hospital.gr,6923 184020,2024-09-15,Νοσηλευτής
21019870610,Λεωνίδας,Δουμάς,28,ldoymas@hospital.gr,24230 28 750,2024-12-08,Νοσηλευτής
23098922056,Μεθόδιος,Συργής,36,methodios.syrgis@hospital.gr,6985 971179,2025-06-15,Νοσηλευτής
05118761571,Σαμουήλ,Πουλιέζος,38,samoyil_poyliezos@hospital.gr,2609053643,2025-09-25,Νοσηλευτής
14078113908,Βαλέριος,Αθανασόπουλος,44,valerios_athanasopoylos@hospital.gr,2390234157,2024-07-13,Νοσηλευτής
30059828244,Σωζούσα,Φωτιάδου,27,sfotiadoy@hospital.gr,210 956 4755,2024-08-08,Νοσηλευτής
09078487422,Σοφία,Γρίβα,41,sgriva@hospital.gr,2540 681163,2026-01-14,Νοσηλευτής
15119510000,Ευθαλία,Δαγλή,30,eythalia_dagli@hospital.gr,2530 028 233,2025-02-22,Νοσηλευτής
23127914019,Τριανταφυλλιά,Λιόντη,46,tlionti@hospital.gr,6903 033072,2026-11-15,Νοσηλευτής
16079061012,Κρυστάλλης,Μπακλάβας,35,kmpaklavas@hospital.gr,+302149240249,2025-12-03,Νοσηλευτής
13100035673,Λήδα,Γκούνη,25,lgkoyni@hospital.gr,2440 026 193,2026-10-05,Νοσηλευτής
31038701390,Χριστοδούλα,Κιορίδου,39,ckioridoy@hospital.gr,6959 938 830,2025-10-21,Νοσηλευτής
11066436710,Πέτρος,Χριστοδουλάκης,61,pchristodoylakis@hospital.gr,23050 70 133,2025-06-26,Νοσηλευτής
30128559854,Βησσαρίων,Ρουσιανός,40,vroysianos@hospital.gr,2690505184,2025-04-10,Νοσηλευτής
31039466896,Πάτροκλος,Βουτσελας,32,pvoytselas@hospital.gr,(+30) 6953 266856,2024-05-16,Νοσηλευτής
01046741139,Αναγνώστης,Ασαρίδης,59,aasaridis@hospital.gr,2070180464,2025-03-12,Νοσηλευτής
16067883964,Σωτήρης,Τσαγλιώτης,47,sotiris.tsagliotis@hospital.gr,6953 522199,2024-02-25,Νοσηλευτής
16049716177,Χρυσαυγή,Συμεωνίδου,29,chrysaygi_symeonidoy@hospital.gr,210 275 9106,2025-02-01,Νοσηλευτής
21059171364,Πολυτίμη,Πετροσιάν,34,polytimi.petrosian@hospital.gr,+30 2670 762697,2024-11-17,Νοσηλευτής
21059745722,Μυρσίνη,Μαλίμη,28,myrsini.malimi@hospital.gr,(+30) 2180 546302,2025-07-17,Νοσηλευτής
08117067751,Καλλιρόη,Θασίτου,55,kalliroi.thasitoy@hospital.gr,(+30) 6958 519665,2026-12-12,Νοσηλευτής
06068844833,Κανέλλα,Σκασίλα,37,kskasila@hospital.gr,6995 556 799,2025-05-22,Νοσηλευτής
13129274742,Έξαρχος,Πατσούρας,33,exarchos.patsoyras@hospital.gr,2170 520594,2024-11-29,Νοσηλευτής
14099220532,Μιχαέλα,Αρχάκη,33,marchaki@hospital.gr,+30 6940 670060,2026-11-27,Νοσηλευτής
26089867334,Ηράκλεια,Φιδάνη,27,irakleia_fidani@hospital.gr,2103792046,2024-09-15,Νοσηλευτής
13077073021,Αντίπατρος,Αμπλιάνιτης,55,aamplianitis@hospital.gr,2100021941,2026-10-14,Νοσηλευτής
30039993909,Αχιλλέας,Παντζαρτζίδης,27,achilleas_pantzartzidis@hospital.gr,2540 904 374,2025-11-28,Νοσηλευτής
10018532996,Παρασκευάς,Ζιώγος,41,paraskeyas_ziogos@hospital.gr,2107701154,2025-04-28,Νοσηλευτής
03128845112,Μαυρούδης,Μποτσώλης,37,mmpotsolis@hospital.gr,(+30) 2761 955437,2025-10-10,Νοσηλευτής
10066054452,Αποστολία,Κεφαλή,65,apostolia_kefali@hospital.gr,+306945033101,2026-06-23,Νοσηλευτής
30097527993,Ντανιέλα,Μασίκα,50,ntaniela.masika@hospital.gr,6975 234 851,2025-05-10,Νοσηλευτής
20127739286,Ευπραξία,Κεσκίνη,48,ekeskini@hospital.gr,6908 346398,2025-02-11,Νοσηλευτής
24109192383,Δανιήλ,Αλατζάκης,34,daniil.alatzakis@hospital.gr,2290027308,2024-03-18,Νοσηλευτής
17037970004,Ανατολή,Χαλβατζή,47,anatoli.chalvatzi@hospital.gr,210 3984472,2026-07-19,Νοσηλευτής
29068724550,Πλούταρχος,Σγουρός,38,ploytarchos.sgoyros@hospital.gr,+30 2489 726928,2026-09-22,Νοσηλευτής
22119480687,Λυκούργος,Κουτσούρας,31,lykoyrgos_koytsoyras@hospital.gr,2372051072,2026-03-25,Νοσηλευτής
12069231084,Μαριγώ,Πετράκη,33,mpetraki@hospital.gr,+306966371858,2025-12-23,Νοσηλευτής
04038417249,Ροδιά,Γαλανάκη,42,rgalanaki@hospital.gr,2590 026 839,2024-08-26,Νοσηλευτής
16016380461,Πάρις,Μόναχας,63,paris.monachas@hospital.gr,+30 6943 597589,2026-12-09,Νοσηλευτής
01016353360,Καλλίνικη,Γρηγοριάδου,63,kalliniki_grigoriadoy@hospital.gr,2490 717 162,2024-01-17,Νοσηλευτής
15107495752,Μαυρούδης,Καμπάκας,51,mayroydis.kampakas@hospital.gr,+306968285923,2024-09-06,Νοσηλευτής
04108491204,Κλέαρχος,Κιοσές,41,kkioses@hospital.gr,210 7832219,2024-10-26,Νοσηλευτής
15117326267,Αντιγόνη,Βυζιηνού,52,antigoni_vyziinoy@hospital.gr,210 9498349,2025-07-20,Νοσηλευτής
11107461794,Πούλια,Λουμπούτσκου,51,ploympoytskoy@hospital.gr,+30 6977 733184,2024-12-26,Νοσηλευτής
20087701735,Λεμονής,Κατεβάτης,48,lemonis_katevatis@hospital.gr,2990 926 816,2026-01-04,Νοσηλευτής
07116279027,Στέφανος,Κολχούρης,63,skolchoyris@hospital.gr,27850 75 429,2024-01-02,Νοσηλευτής
14048580529,Θρασύβουλος,Μαρακάς,41,tmarakas@hospital.gr,(+30) 2725 317952,2024-07-20,Νοσηλευτής
09046699344,Ζαφείριος,Καραγρηγορίου,60,zafeirios.karagrigorioy@hospital.gr,+302354384137,2026-12-18,Νοσηλευτής
15086072947,Κλεομένης,Λουράντος,65,kleomenis_loyrantos@hospital.gr,2212073290,2025-01-21,Νοσηλευτής
25129020960,Νομική,Σαμπάνη,35,nomiki_sampani@hospital.gr,6953446407,2026-01-18,Νοσηλευτής
16019343953,Δήμος,Αμπατζιάνης,33,dimos.ampatzianis@hospital.gr,2230821342,2026-05-22,Νοσηλευτής
24067746429,Πύρρος,Ασημόπουλος,48,pasimopoylos@hospital.gr,2860 052173,2026-02-17,Νοσηλευτής
29047849914,Ξένη,Καλογιαννάκη,48,xeni.kalogiannaki@hospital.gr,2370 815 703,2025-02-16,Νοσηλευτής
18090094593,Κοραλία,Κολτσάκη,25,koralia_koltsaki@hospital.gr,+306972795952,2024-06-01,Νοσηλευτής
09019562411,Δράκων,Μηλιώρης,31,drakon.milioris@hospital.gr,+30 2480 930021,2024-07-09,Νοσηλευτής
10078602364,Τριαντάφυλλη,Αγγελάκη,39,taggelaki@hospital.gr,+306998431006,2025-11-24,Νοσηλευτής
12029214112,Ιάκωβος,Ζιώγος,34,iziogos@hospital.gr,2600 347292,2025-11-16,Νοσηλευτής
24108863678,Μελέτιος,Μαυρομανωλάκης,37,meletios.mayromanolakis@hospital.gr,+30 6984 840609,2026-05-28,Νοσηλευτής
11110090113,Σταμάτιος,Χουχουλής,25,stamatios.choychoylis@hospital.gr,23420 32 079,2024-09-01,Νοσηλευτής
28048293049,Ευτέρπη,Παυλή,44,eyterpi.payli@hospital.gr,2380251568,2024-07-09,Νοσηλευτής
24056638400,Φαίδων,Κουμιώτης,59,faidon.koymiotis@hospital.gr,+30 6909 216331,2025-07-14,Νοσηλευτής
30118698533,Ιερόθεος,Αθανασάκης,39,ierotheos_athanasakis@hospital.gr,210 510 6240,2024-05-13,Νοσηλευτής
18086649381,Ήλια,Μανιτάρου,59,imanitaroy@hospital.gr,2740 444063,2026-09-01,Νοσηλευτής
19109686969,Μηνάς,Πετράκης,29,minas_petrakis@hospital.gr,2284006689,2024-02-01,Νοσηλευτής
12017727071,Αναγνώστης,Σδραλλής,49,anagnostis_sdrallis@hospital.gr,+30 6990 230483,2024-09-27,Νοσηλευτής
10040145160,Φλοριάντ,Χριστόπουλος,25,floriant.christopoylos@hospital.gr,210 5519930,2024-01-06,Νοσηλευτής
06099678104,Ρουμπίνη,Δανδανίδου,29,roympini.dandanidoy@hospital.gr,210 879 9175,2026-04-12,Νοσηλευτής
19089318457,Μερόπη,Μεξή,32,meropi.mexi@hospital.gr,+30 6957 158094,2025-01-06,Νοσηλευτής
16066288202,Δαβιδούλα,Μοσχοβάκη,63,dmoschovaki@hospital.gr,2919097736,2026-09-23,Νοσηλευτής
23066663412,Διογένης,Τσιάκος,59,diogenis.tsiakos@hospital.gr,2560 461246,2026-07-26,Νοσηλευτής
19106310004,Λυγερή,Τρίκα,62,lygeri.trika@hospital.gr,2390025196,2024-03-14,Νοσηλευτής
25116313213,Δέσποινα,Καρβέλη,62,dkarveli@hospital.gr,+30 2366 018658,2025-07-11,Νοσηλευτής
04098950065,Ιφιγένεια,Βασιλείου,36,ifigeneia.vasileioy@hospital.gr,+30 6973 408290,2024-12-28,Νοσηλευτής
24088935039,Σόλων,Χαρισιάδης,36,solon_charisiadis@hospital.gr,2625049961,2024-12-28,Νοσηλευτής
30107682035,Αταλάντη,Ζώη,49,atalanti.zoi@hospital.gr,(+30) 2085 105908,2025-08-14,Νοσηλευτής
22128600161,Κάρολος,Μπαντές,39,kmpantes@hospital.gr,+30 2770 264367,2026-03-09,Νοσηλευτής
24089701863,Σώζων,Μουτουσίδης,28,smoytoysidis@hospital.gr,+30 2389 319222,2025-08-27,Νοσηλευτής
23116204779,Αμαλία,Αβραμίδου,63,aavramidoy@hospital.gr,+30 6916 398471,2024-02-15,Νοσηλευτής
28109010519,Παταπία,Ξυγκάκου,35,patapia_xygkakoy@hospital.gr,+302145781938,2025-10-22,Νοσηλευτής
03086348216,Άγγελος,Ζευγίτης,62,azeygitis@hospital.gr,210 593 3513,2024-02-20,Νοσηλευτής
05067070038,Δωροθέα,Βλάσση,55,dvlassi@hospital.gr,6900796854,2026-07-07,Νοσηλευτής
25077967332,Χρυσοβαλάντου,Χατζηγεωργίου,46,chrysovalantoy.chatzigeorgioy@hospital.gr,2400 154860,2025-07-21,Νοσηλευτής
14119259652,Λεώνη,Μπούζα,33,leoni.mpoyza@hospital.gr,2332093468,2026-06-06,Νοσηλευτής
13128563885,Ασημάκης,Αφρουδάκης,40,asimakis_afroydakis@hospital.gr,2104455547,2026-11-06,Νοσηλευτής
10119405681,Αγλαΐα,Κουζουλά,31,aglaia.koyzoyla@hospital.gr,(+30) 6955 790477,2025-11-14,Νοσηλευτής
10117035815,Μαρωτέσα,Παπανδρικοπούλου,55,marotesa_papandrikopoyloy@hospital.gr,(+30) 2908 554708,2026-09-21,Νοσηλευτής
22017231261,Ασημής,Βαϊτσόπουλος,54,avaitsopoylos@hospital.gr,2820 124 430,2025-03-23,Νοσηλευτής
08126232536,Βαρσαμία,Χωριανοπούλου,63,varsamia_chorianopoyloy@hospital.gr,6967 630035,2025-06-20,Νοσηλευτής
20126727678,Φωτεινός,Δουβρόπουλος,58,fdoyvropoylos@hospital.gr,+30 6927 945901,2026-12-02,Νοσηλευτής
04057762832,Νεκταρία,Ιωακειμίδου,49,nioakeimidoy@hospital.gr,2390863163,2026-10-08,Νοσηλευτής
05109258558,Αλκιβιάδης,Χαρμπίλας,33,alkiviadis_charmpilas@hospital.gr,2480 661347,2025-10-03,Νοσηλευτής
01018799285,Μεθόδιος,Θεοχάρης,39,mtheocharis@hospital.gr,2620 029 119,2024-10-25,Νοσηλευτής
08058930587,Αυγέρης,Τσάρκος,37,aygeris_tsarkos@hospital.gr,210 8920847,2026-12-01,Νοσηλευτής
18046389102,Ζήνων,Γεωργαλής,63,zinon.georgalis@hospital.gr,2540 342 578,2024-02-25,Νοσηλευτής
27096518080,Βερόνικα,Κωτούλα,60,veronika.kotoyla@hospital.gr,26880 36 839,2024-10-08,Νοσηλευτής
19046880487,Νικήτας,Μόναχας,58,nikitas.monachas@hospital.gr,210 837 5674,2024-01-15,Νοσηλευτής
23059227024,Αθηνοδώρα,Βλαχοδήμου,33,athinodora.vlachodimoy@hospital.gr,2600 188420,2026-09-01,Νοσηλευτής
06047614649,Αγάθη,Υφαντή,50,ayfanti@hospital.gr,6935225582,2026-01-08,Νοσηλευτής
28028031112,Μιλτιάδης,Μπούσιος,46,miltiadis.mpoysios@hospital.gr,2190 090304,2025-04-15,Νοσηλευτής
25059841685,Πύρρος,Καρακάξης,27,pkarakaxis@hospital.gr,+30 6976 769408,2026-11-08,Νοσηλευτής
05019665938,Ρέα,Στούμπου,30,rea_stoympoy@hospital.gr,(+30) 6948 266437,2026-04-26,Νοσηλευτής
05076734352,Μαριάννα,Μαλίμη,58,mmalimi@hospital.gr,210 785 6630,2024-07-14,Νοσηλευτής
26100094211,Κυπριανή,Δουκίδου,25,kypriani.doykidoy@hospital.gr,6941 295865,2024-06-01,Νοσηλευτής
30069480731,Βαλέριος,Ανδριανός,31,vandrianos@hospital.gr,2450 851 812,2026-07-03,Νοσηλευτής
23116959070,Γεράσιμος,Κοττίκας,56,gkottikas@hospital.gr,2100636537,2025-07-09,Νοσηλευτής
19129777350,Καλλιρρόη,Τζαναβάρα,28,kallirroi.tzanavara@hospital.gr,2102099625,2024-01-12,Νοσηλευτής
30089715268,Κάρολος,Γκιολδελής,28,karolos.gkioldelis@hospital.gr,+302927576485,2025-05-12,Νοσηλευτής
27046753641,Πρόδρομος,Τρεντσίου,59,ptrentsioy@hospital.gr,+306958867006,2025-10-01,Νοσηλευτής
05088386643,Μάρθα,Κοτσινά,42,martha.kotsina@hospital.gr,2440 602106,2024-11-08,Νοσηλευτής
27059740869,Ζηναϊς,Πανταζή,28,zinais_pantazi@hospital.gr,6924 697912,2026-12-03,Νοσηλευτής
23018833514,Θεοφανία,Καλδή,38,theofania.kaldi@hospital.gr,2473005928,2026-01-14,Νοσηλευτής
12037359314,Θεοφίλη,Καραογλάνη,53,theofili.karaoglani@hospital.gr,2980075376,2024-11-18,Νοσηλευτής
29039992765,Υπαπαντή,Κασκαούτη,27,ypapanti_kaskaoyti@hospital.gr,(+30) 6969 155652,2025-11-10,Νοσηλευτής
09029521356,Αγγελής,Ζιώγος,31,aziogos@hospital.gr,(+30) 6931 666393,2025-11-01,Νοσηλευτής
05036745427,Νεφέλη,Χαντζή,59,nefeli_chantzi@hospital.gr,6991559450,2026-04-25,Νοσηλευτής
06010036468,Μυρτώ,Τσιπλίκωφ,26,myrto.tsiplikof@hospital.gr,2560383692,2026-10-26,Νοσηλευτής
01086179006,Τζανέτος,Γκατζογιάννης,64,tgkatzogiannis@hospital.gr,210 576 2486,2026-12-08,Νοσηλευτής
01059746426,Στέφανος,Αγγελόπουλος,29,saggelopoylos@hospital.gr,+30 6993 084095,2026-04-10,Νοσηλευτής
20036149369,Βαρδής,Παπαγιάννης,65,vardis.papagiannis@hospital.gr,+30 2665 164743,2024-08-15,Νοσηλευτής
