ΑΜΚΑ_ΑΤΟΜΟΥ,ΑΜΚΑ_ΑΣΘΕΝΗ,ΟΝΟΜΑ,ΕΠΩΝΥΜΟ,ΔΙΕΥΘΥΝΣΗ,ΤΗΛΕΦΩΝΟ,ΒΑΘΜΟΣ_ΣΥΓΓΕΝΕΙΑΣ
01109154166,03023755061,Αστέρω,Πανταζής,"Αρωνά 9,, 82396 Βέροια",2240 862306,Τέκνο
16076413215,22115850195,Λεμονής,Φραγκουδάκη,"Σιμιτζή 59-04,, 205 98 Άρτα",+30 6991 635746,Σύζυγος
27124662169,02085484212,Ελισσαίος,Περδίκης,"Πύργου Κιερίου 33,, ΤΚ 463 75 Καστοριά",6965006988,Σύζυγος
09016825688,20129382704,Αστέρω,Δαματοπούλου,"Γονίμου 18,, 62171 Ζάκυνθος",210 1940150,Γονέας
20097673751,26073728359,Κορνήλιος,Καραμάνος,"Καρκανάκη 49,, 39290 Καλαμάτα",+30 2979 841484,Τέκνο
15114563810,24019613917,Μιλτιάδης,Δημτσούδη,"Ψαράδων 13,, ΤΚ 037 52 Χαλκίδα",2103299339,Γονέας
21065612879,06043457956,Δήμητρα,Θασίτου,"Σκαφτούρου 530-364,, 50620 Βέροια",210 418 0657,Αδελφός/ή
22058250603,01059466583,Παντούλα,Ντζιαβίδα,"Τραπέζης 64,, 648 32 Γρεβενά",(+30) 2898 829484,Γονέας
08056202653,23049354111,Ευσεβία,Σταμέλος,"Ροποτού 9,, 934 31 Μυτιλήνη",2340 734606,Σύζυγος
08077667442,30068490829,Φιλιππία,Μανιτάρου,"Χρομοναστηρίου 83,, 49050 Βέροια",210 818 1721,Τέκνο
22025072897,12127980160,Δήμος,Γαβριήλ,"Πάρ. Άσπρων Σπιτιών 13-66,, ΤΚ 258 33 Άρτα",6920701334,Γονέας
10046013410,07085460769,Μιχάλης,Λεβέντης,"Βωλάδας 29,, 926 24 Πρέβεζα",6946 875 664,Τέκνο
25068584819,03057273468,Θρασύβουλος,Λιολιοπούλου,"Σκλίβας 65,, 79086 Σέρρες",210 5271410,Γονέας
02026126443,03037064659,Μαριλένα,Καράμπας,"Καλλιδρόμου 79,, 500 99 Μυτιλήνη",2980 417282,Αδελφός/ή
16016084078,03054240427,Σεραφεία,Ελευθερίου,"Τσαμπούρη 4,, 14945 Πύργος",6976 116 113,Αδελφός/ή
06115068249,29040198320,Ερωτόκριτος,Γεωργουλάκη,"Κίνυρα 32-61,, 602 30 Καστοριά",+30 6916 547523,Γονέας
19128242233,19058531569,Θεοδόσης,Θηβαίος,"Λεωφ. Κερίου 02,, 002 99 Λαμία",6921 168 776,Τέκνο
10076085958,22126432342,Νεφέλη,Μαγκαφοπούλου,"Ντζιαβίδα 07,, 51397 Άμφισσα",2630382145,Σύζυγος
08119654844,24087592871,Μαρίνα,Κουτσογιάννης,"Σάρχου 076,, ΤΚ 295 06 Χαλκίδα",+30 2791 663529,Γονέας
10127182250,20101318715,Ιοκάστη,Καπούνης,"Γερούκη 71,, 129 08 Λάρισα",(+30) 6955 111701,Σύζυγος
21055145795,13090660748,Νίκανδρος,Λάππας,"Μαράθου 44,, ΤΚ 68961 Αθήνα",6992 287 932,Αδελφός/ή
06030418155,04077476471,Πάτροκλος,Βακαλάκης,"Στυλίων 12-16,, ΤΚ 878 27 Καβάλα",210 0800081,Σύζυγος
03078541321,03091562415,Ιοκάστη,Περάκης,"Πάροδος Αρχοντοχωρίου 17,, 28182 Τρίπολη",2730 965 342,Αδελφός/ή
03040290073,21065123138,Όμηρος,Πίππας,"Γαΐου 72,, 732 94 Κατερίνη",+30 2233 152438,Αδελφός/ή
16129404193,17068741519,Αντίπατρος,Μαυρούτσος,"Παππαδάτου 15-84,, ΤΚ 088 35 Ναύπλιο",2130467336,Τέκνο
11024659368,02071472232,Ξένη,Βαρσάμου,"Πάροδος Σμέρνας 6,, ΤΚ 97836 Ξάνθη",+302061934453,Σύζυγος
11016298270,15086749248,Νερατζιά,Μωρός,"Σαλέμη 55,, ΤΚ 816 73 Αργοστόλι",210 582 6502,Σύζυγος
16039732737,26113685877,Ταξιάρχης,Πιάγκος,"Οιχαλίας 6,, ΤΚ 05072 Χανιά",2180037927,Τέκνο
05040683406,21117469584,Νεκταρία,Φαρμάκη,"Λεωφόρος Ρόδων 1,, 34752 Πύργος",2234022276,Αδελφός/ή
09079473523,11037474099,Λαυρέντιος,Ποταμιάνου,"Πάρ. Λιβαδερού 2,, 431 44 Ρέθυμνο",6918 798 419,Αδελφός/ή
18099927622,22082216172,Καλλίνικη,Ζαννίκου,"Λεωφόρος Ματαράγκας 25-57,, ΤΚ 82487 Λιβαδιά",+302740510314,Γονέας
04026648204,02070503963,Ροδιά,Χριστοδούλου,"Αρμενοχωρίου 04-07,, 36827 Αλεξανδρούπολη",2670 953 982,Τέκνο
04079324475,31030853926,Ιερώνυμος,Βαρουτίδου,"Γαβριάς 56,, 08920 Κατερίνη",210 128 7731,Τέκνο
17044955297,28107294667,Κυριακή,Φιλιππόπουλος,"Γεωργακοπούλου 592-010,, 84042 Ζάκυνθος",25010 75 266,Τέκνο
12067448928,31074981266,Στέλλιος,Καρακαστανιάς,"Πάρ. Αγίου Γεωργίου Λασιθίου 6,, ΤΚ 316 39 Γρεβενά",6934983155,Αδελφός/ή
07037337867,27069070107,Λήδα,Γαρουφαλής,"Αμυγδαλής 383-825,, ΤΚ 713 61 Ναύπλιο",24310 43 148,Αδελφός/ή
04127128822,18014363049,Βαρθολομαίος,Ρέντας,"Θεοδοσίου 9,, 361 40 Δράμα",(+30) 6936 710640,Σύζυγος
21104593950,21053269670,Φανούριος,Χριστακόπουλος,"Φύσκας 12,, 69098 Έδεσσα",+30 2780 452284,Γονέας
14117393820,13027193895,Ρηγούλα,Τυράλης,"Φαρών 7,, 47308 Κοζάνη",2925016232,Αδελφός/ή
17087624796,29049024763,Ζαφείρης,Κορωνίδου,"Αγράφων 42,, 63154 Χανιά",2540 906 367,Σύζυγος
31030372926,04071750635,Ειρήνη,Θωμάς,"Πάροδος Πουρίου 699,, 646 35 Σέρρες",2260 739809,Γονέας
19086434856,08048623418,Ακρίτας,Παπαστεργίου,"Ρεπετίστης 4,, ΤΚ 386 14 Χαλκίδα",26840 03 298,Τέκνο
11106639311,04073313826,Πλούταρχος,Μυτελέτσης,"Κουφάκη 84-85,, 101 31 Κοζάνη",+302650425072,Σύζυγος
15078388383,14098916076,Ναυσικά,Βαρουτίδου,"Καρυάς 6,, ΤΚ 981 83 Γρεβενά",6996 730 847,Αδελφός/ή
29018036851,03092256497,Σταυρούλα,Μυτελέτσης,"Νταγκαλή 012-220,, 70252 Σάμος",210 410 0408,Τέκνο
18076911028,14036143716,Παντελεήμων,Κουτσικόπουλος,"Γεωργούλα 11,, ΤΚ 69718 Μεσολόγγι",210 166 3530,Τέκνο
02047439693,12010379833,Φιλοθέη,Πισχινάς,"Μαρκαντωνάκη 41-89,, 883 26 Καλαμάτα",2440883300,Γονέας
14127670863,29044826203,Θεοδότη,Διοπούλου,"Κωνσταντίας 55,, 85458 Πύργος",(+30) 2013 208006,Σύζυγος
14035436390,04126818288,Φαίδων,Κατσαφάδου,"Πηγών 6,, ΤΚ 68959 Ρόδος",2300 639323,Τέκνο
21099855528,19018099890,Βικέντιος,Αρσενάκη,"Μηλιάς 94,, 70724 Δράμα",+30 2481 686154,Τέκνο
01089716270,23104948336,Ιωνάς,Ορφανίδου,"Πετρωτού 1,, 057 36 Ερμούπολη",6980813382,Γονέας
23057369840,21030026176,Χαρίτος,Αθανασιάδη,"Κόρφου 716-604,, 833 25 Κόρινθος",6980 747856,Γονέας
25039264909,22060101753,Πολύβιος,Γούλα,"Μεσοποταμιάς 245,, 143 04 Αθήνα",+30 6905 271419,Τέκνο
16036893549,16093322173,Πάτροκλος,Μπαφίτη,"Πάροδος Ματεσίου 82-18,, ΤΚ 49796 Αγ. Νικόλαος",22820 51 147,Σύζυγος
02025712705,21120352393,Μαρτίνος,Ξηρίδου,"Στόλων 588-427,, ΤΚ 63466 Ρέθυμνο",23750 72 959,Γονέας
26068955948,19042594304,Ανατολή,Κόλλια,"Μαρτζούκου 691,, ΤΚ 99681 Καρδίτσα",2120 791551,Γονέας
19016913500,09053615972,Ροδάνθη,Σκαβέντζου,"Εφέσου 695,, ΤΚ 64782 Μυτιλήνη",(+30) 2451 090771,Τέκνο
10126186643,10093471204,Ευστάθιος,Χρυσικός,"Ζαγοράς 947,, 68108 Σάμος",210 5489041,Σύζυγος
08026190497,13059803351,Ελισσαίος,Μπιμπίρη,"Άρμπουνα 67-53,, 03888 Ηγουμενίτσα",+302227097427,Αδελφός/ή
27024834614,23021564028,Επαμεινώνδας,Χατζελλής,"Παλαιάς Φωκαίας 752-024,, ΤΚ 766 94 Σάμος",+306950161483,Αδελφός/ή
09035115638,20089401151,Οδύσσεια,Σπηλιώτης,"Μαγικού 49-77,, ΤΚ 168 99 Έδεσσα",6945209330,Αδελφός/ή
11039094972,06039287140,Ερρίκος,Ιακωβάκης,"Σαμικού 425-741,, ΤΚ 734 42 Ρέθυμνο",2670 500342,Σύζυγος
21029032649,08036611749,Κύρος,Ζούνης,"Πικέρνη 768,, ΤΚ 856 54 Κέρκυρα",(+30) 2707 199798,Αδελφός/ή
11124590669,30010561097,Κλέαρχος,Φυδάνης,"Βερβίτη 233,, 122 08 Λιβαδιά",28410 12 063,Τέκνο
14110184177,29119601372,Φερενίκη,Ακριτίδης,"Λεπτοπόδων 75,, 09391 Κέρκυρα",210 216 9555,Γονέας
20026696697,04059304092,Νικητία,Μαρκόπουλος,"Μηλιανών 686,, 735 01 Λαμία",2104245582,Σύζυγος
18105320385,04110788098,Αθηνοδώρα,Βιολάτος,"Λαλαούνη 2,, 89155 Γρεβενά",2670878765,Γονέας
21059268354,30035130030,Γιολάντα,Γρετός,"Δρυοφύτου 90,, 57677 Αθήνα",(+30) 6955 591211,Γονέας
16067620801,14048137752,Συμεών,Κουτουζίδου,"Βόνης 36-96,, 742 26 Γρεβενά",6989 890555,Γονέας
01067303816,19086460100,Ζαχαρίας,Ραδιοπούλου,"Πάροδος Βελανιδιάς 6,, 66831 Ρόδος",(+30) 2650 532930,Τέκνο
17037726090,25073703460,Δάφνη,Μαζαράκης,"Κατσαντώνη 6,, 39707 Άρτα",+302974486138,Γονέας
30086079085,26095901538,Δομήνικος,Αντωνίου,"Πολέμη 7,, 91023 Ξάνθη",6964 978540,Γονέας
16079472781,04080595772,Θάλεια,Δαμαλά,"Κωστακιών 565-809,, 303 72 Λαμία",+306949327856,Γονέας
29036330522,20053487888,Ακριβή,Δανέζης,"Πλ. Μουδανιών 23-19,, 02939 Κιλκίς",210 038 1028,Αδελφός/ή
22116750366,21082284715,Λυγερή,Σκασίλα,"Τριπόλεως 36-45,, 81764 Καλαμάτα",+30 2416 779440,Τέκνο
03026216124,15128744190,Ελένη,Τσιρώνης,"Σκαδού 30,, 804 02 Αθήνα",6915 550815,Σύζυγος
21079161204,20047764637,Ευστράτιος,Ζαβιτσάνου,"Περαχωρίου 07-34,, 56940 Φλώρινα",+302815982935,Γονέας
25044692357,01110760707,Φρύνη,Φουσιέκης,"Ρευματιάς 4,, ΤΚ 991 17 Πρέβεζα",(+30) 2640 895608,Αδελφός/ή
13067146858,09107735315,Λέανδρος,Σουρμπής,"Κεχριών 356-251,, 17195 Ζάκυνθος",2102253349,Σύζυγος
15019824424,09040880795,Καρυοφυλλιά,Σαμακίδης,"Διδύμας 36,, 699 62 Καλαμάτα",210 458 8756,Σύζυγος
26036764024,10019119870,Μαγδαληνή,Κλεινάκη,"Δομβραίνης 2,, 64115 Κομοτηνή",2680 104379,Γονέας
31057291465,15074222525,Χλόη,Γεωργή,"Θεοπέτρας 8,, 16376 Πρέβεζα",+306973254088,Σύζυγος
03094995644,04122316231,Βιργινία,Πανκίδου,"Χουρζαμάνη 54,, 200 04 Μεσολόγγι",+30 6942 953945,Αδελφός/ή
26017000979,25062157103,Σελήνη,Νανούρης,"Ραγίου 863,, 70390 Καβάλα",210 259 4820,Γονέας
28125594054,25039484037,Τρύφων,Γεράρδης,"Κατταβίας 11,, 226 02 Σάμος",2102220089,Γονέας
16028627464,18066246652,Αντύπας,Δουλγεράκη,"Μικρού Περιβολακίου 800,, ΤΚ 62514 Λευκάδα",+30 6951 853758,Αδελφός/ή
28036062108,08013806791,Κάρολος,Μαμμής,"Ράξας 343-723,, 01876 Πύργος",+30 2765 377947,Αδελφός/ή
02129312109,17081476194,Δημούλα,Σπασέγκου,"Σταφιδοκάμπου 17,, ΤΚ 21267 Λευκάδα",210 2614497,Αδελφός/ή
02120376534,12018823175,Σταμάτης,Σταματιάδης,"Ξενίδη 63,, ΤΚ 970 23 Αθήνα",2300 483 940,Γονέας
03057186640,06116008979,Στέλλα,Τσαμοπούλου,"Συκέας 63,, ΤΚ 09840 Ξάνθη",2360790705,Αδελφός/ή
23077950819,12075389095,Αδάμ,Καραογλάνη,"Πλατεία Ροδακίνου 188-274,, 78232 Πολύγυρος",2000618630,Σύζυγος
20065736772,19053898374,Αικατερίνη,Σοφιανός,"Βαζούρα 70,, ΤΚ 84950 Σέρρες",2550 949 952,Τέκνο
20019443742,11015823282,Βέρα,Κρεμμύδας,"Μαυροβάτου 0,, 939 59 Σάμος",+302588335384,Αδελφός/ή
21124643138,18078916486,Βύρων,Δανιηλίδης,"Τομπουλίδου 81,, 55051 Μυτιλήνη",6983096301,Γονέας
03078134354,17105604443,Δημούλα,Καραογλάνη,"Πάροδος Μαράθου 952,, 018 59 Μεσολόγγι",2640 780 411,Γονέας
05117687144,12073062591,Φραγκίσκος,Κουταλιός,"Ντόβα 41,, 49649 Θεσσαλονίκη",2580 782257,Αδελφός/ή
13040321690,13099592382,Ευσταθία,Χαραλάμπους,"Μακρυλιάς 3,, 114 60 Ξάνθη",(+30) 6980 536390,Γονέας
22089606142,06109829745,Κωνσταντία,Ντόκος,"Λεωφ. Πύλας 23-38,, 76388 Καρδίτσα",6948 676 900,Αδελφός/ή
19079893808,30119228950,Μαρτίνος,Τζιώτζης,"Καμινάρη 93-25,, ΤΚ 51632 Γρεβενά",2610 443 916,Αδελφός/ή
30056591849,26089766457,Χρήστος,Κιορίδου,"Πλατεία Αγίου Ματθαίου 21-15,, ΤΚ 872 93 Αργοστόλι",+30 6941 931046,Γονέας
04087232446,02051855732,Σταματίνα,Περδικάκης,"Ρωμαίου 26-97,, ΤΚ 94850 Φλώρινα",+302493315175,Τέκνο
30045226489,02099651439,Φοίβη,Ορφανίδου,"Γραμμένου 5,, ΤΚ 47933 Θεσσαλονίκη",210 3841427,Γονέας
24104769550,29093360812,Φιλίππα,Ευταξιάς,"Ελαιοφύτου 94,, 54561 Ζάκυνθος",+302356947190,Σύζυγος
02037697971,01031242077,Μινέρβα,Ράλλης,"Λεωφ. Τσιμανδρίων 9,, 98807 Βόλος",6979 376844,Γονέας
30119170756,02015617627,Ραφαήλ,Μποτζιώρη,"Σητείας 1,, ΤΚ 363 97 Ηγουμενίτσα",+30 6914 470434,Γονέας
16016726253,26050213147,Βενετία,Ζαφείρης,"Πλατεία Αργυροτόπου 87,, 072 06 Σπάρτη",+302755392682,Αδελφός/ή
15094816638,22072476215,Κομνηνή,Τόλη,"Φωτιάδου 147-231,, 54372 Καβάλα",2410 756 093,Αδελφός/ή
23107905568,18106554315,Κομνηνή,Καργάκου,"Βραγκιανών 5,, 44590 Καστοριά",6932 571857,Γονέας
26025265122,01101729449,Μιχαέλα,Ζαρζάνη,"Μαράθου 6,, 17985 Καβάλα",+30 2545 741552,Γονέας
17077892823,11103567733,Νεόκλεια,Καλαπόδης,"Βούρμπιανης 081-043,, 29806 Άμφισσα",+302025345312,Γονέας
02058404424,22080830324,Δημήτρης,Ματσούρη,"Πετραλώνων 852,, 66022 Άμφισσα",2310 882981,Σύζυγος
08088293703,16033717480,Σπυράννα,Πάνου,"Μικρόν Πιστόν 24-65,, 21691 Κόρινθος",210 9211416,Γονέας
06117348473,29050324159,Θάλεια,Γκούβα,"Πλατεία Δασκίου 6,, 33599 Ερμούπολη",+30 6970 329514,Τέκνο
24129423486,03085337865,Ευστράτιος,Ξυγκάκου,"Δρακόνας 4,, 466 25 Κόρινθος",20080 33 672,Γονέας
04118949516,03065420366,Γεώργιος,Κοτσαρής,"Αρτεσιανού 601-081,, 619 55 Αγ. Νικόλαος",+30 2785 736296,Αδελφός/ή
29106377087,31059779102,Ευφροσύνη,Ξηρός,"Λεωφόρος Σουρωτής 50-26,, ΤΚ 063 64 Ζάκυνθος",+30 6975 015626,Γονέας
14070490776,18124777216,Αγόρω,Λυμπέρης,"Ζαλόγγου 66,, ΤΚ 80369 Χανιά",(+30) 2458 664660,Σύζυγος
07098712085,22024928469,Δαμασκηνή,Σόφρα,"Θωμάκου 5,, 88355 Πύργος",(+30) 6911 914905,Γονέας
23067712439,24025747060,Ελέσσα,Τσέγας,"Ανεμοδουρίου 4,, ΤΚ 626 93 Μυτιλήνη",6936 916 377,Σύζυγος
08097440253,24014548959,Βλαδίμηρος,Μπακοστεργίου,"Μασαούτη 1,, ΤΚ 380 82 Κόρινθος",2280 359355,Σύζυγος
11026146975,07125500086,Πολύδωρος,Μακρής,"Ποταμού 778,, ΤΚ 854 56 Ηράκλειο",210 209 2524,Τέκνο
12010488991,19063992526,Βελισσάριος,Ανδρουλιδάκης,"Σελλάδων 503-078,, 52322 Ερμούπολη",2970238427,Τέκνο
17088407995,15109179413,Σωτήρης,Μιχελακάκη,"Αγίας Αναστασίας 91,, ΤΚ 689 26 Ζάκυνθος",6931 795 813,Σύζυγος
03066294144,14054103809,Βαρδής,Αμπατζιάνης,"Πλατυκάμπου 2,, 03149 Ιωάννινα",+30 6978 022060,Αδελφός/ή
27037489600,12086176678,Αριστοφάνης,Αγκυρόπουλος,"Καλαποδίου 6,, 830 36 Λευκάδα",6987 979510,Γονέας
03107890030,20127697859,Καλλίνικη,Τολούδης,"Λεωφ. Αμμοτόπου 69,, ΤΚ 361 61 Τρίπολη",(+30) 6946 477427,Σύζυγος
04104816924,02120706680,Όμηρος,Φωκάς,"Σταυρίδου 1,, ΤΚ 192 04 Σέρρες",6920 501 455,Αδελφός/ή
03046068032,04084352349,Ξανθίππη,Τουλούπη,"Πιπερίτσης 6,, ΤΚ 329 58 Σπάρτη",+302606463389,Σύζυγος
14056234367,13016708622,Κωστούλα,Σπορδιλής,"Πάροδος Καλογερεσίου 4,, 20901 Κατερίνη",2163076818,Γονέας
25037611338,28015042300,Πηνελόπη,Κοντού,"Θεσσαλονίκης 63,, 519 01 Ναύπλιο",2260 976 509,Γονέας
25020520717,15056300003,Θεόδωρος,Ψυρρή,"Κρικέλλου 5,, ΤΚ 791 25 Λάρισα",210 305 1941,Γονέας
27010018026,28109778571,Θεοχάρης,Λιούκα,"Βυτίνης 86-84,, 18908 Σάμος",(+30) 2500 853566,Σύζυγος
09040402834,24103926633,Βρυσηίς,Κτενίδης,"Θεοπέτρας 12,, ΤΚ 623 80 Φλώρινα",2210970395,Αδελφός/ή
12127678648,08066494298,Χαράλαμπος,Καλαμάρα,"Αγροσυκέας 8,, 17404 Αργοστόλι",2020314967,Αδελφός/ή
12087514913,05120167576,Πολυχρόνιος,Ιωακειμίδου,"Μακρινής 1,, 32889 Λαμία",2390536680,Αδελφός/ή
13037308129,25038233509,Σαπφώ,Κουβάς,"Κουκουθάκη 57,, 148 18 Ναύπλιο",+30 6906 605244,Τέκνο
29018640976,04093273636,Προδρομία,Τσικνιάς,"Πολυδρόσου 42,, 343 65 Χαλκίδα",(+30) 6915 875416,Γονέας
31014652589,05088715033,Ερατώ,Χουχουλής,"Κοντογιάννη 215-852,, 06659 Άρτα",210 476 3873,Τέκνο
13116882459,02077373402,Βησσαρία,Γεωργαλής,"Νίκα 4,, 96810 Σάμος",6912 313314,Τέκνο
17049183801,12056171915,Αντωνία,Μπαφίτη,"Βλαχογιαννίου 23-73,, 85683 Πρέβεζα",(+30) 6926 276003,Σύζυγος
19046862040,24014761266,Ερμόλαος,Παυλίδου,"Τόμπρη 2,, 42013 Αγ. Νικόλαος",6920 366 467,Αδελφός/ή
13085150109,06104610473,Χριστόφιλη,Σαββάκη,"Φωτιάδου 02,, ΤΚ 56248 Χανιά",+302249156278,Αδελφός/ή
04127552733,23028467277,Πολύκαρπος,Γενετζάκης,"Ιστιαίας 26,, 808 36 Σπάρτη",2823053513,Τέκνο
12107096385,05034732407,Νταίζη,Μελιτσόπουλος,"Ημεροβιγλίου 41,, 65427 Φλώρινα",2450 226 014,Αδελφός/ή
18119504448,01053676088,Νίκανδρος,Συβιλιά,"Τοπολίων 669-067,, 14765 Έδεσσα",210 572 7377,Αδελφός/ή
26046741231,09071051632,Νεφέλη,Αξιώτης,"Πλ. Γαβαλοχωρίου 07,, ΤΚ 77583 Τρίπολη",23530 01 493,Γονέας
28105979841,05018368900,Θεόφιλος,Τασιούλας,"Πάρ. Βλαχερωνιτίσσης 78,, 80099 Ηγουμενίτσα",+30 6972 202484,Τέκνο
09076068989,10100117459,Σπυριδούλα,Ορφανάκης,"Κιονίου 60,, 91609 Χίος",2109483042,Τέκνο
29068325382,16105037578,Πολύδωρα,Ζώη,"Πάρ. Ορφανίου 928-096,, 27855 Σάμος",(+30) 2491 731221,Σύζυγος
19095580938,15065951005,Γαρύφαλλος,Μυσιρλής,"Πλατεία Νικολιτσίου 78,, 611 28 Κοζάνη",(+30) 2867 271764,Αδελφός/ή
19076133547,04117052197,Δημόκριτος,Πανούσης,"Κεραμέ 846-699,, 54480 Κέρκυρα",+306900989267,Αδελφός/ή
12027491967,30031896313,Δούκισσα,Κοτσαρής,"Πλατεία Βασιλειών 281,, ΤΚ 774 91 Τρίκαλα",+306983307533,Σύζυγος
27069484185,13095471100,Μιχαήλ,Σταματιάδης,"Σαρδινίων 08,, 50339 Λιβαδιά",210 332 0346,Γονέας
14024692194,11065739640,Πολυχρονία,Γενετζάκης,"Πάρ. Βοσκοχωρίου 017,, 47018 Αργοστόλι",(+30) 6962 129262,Τέκνο
10018051226,13038991106,Πελοπίδας,Λεντζίου,"Πιστιανών 1,, 30113 Λευκάδα",210 092 2901,Γονέας
06110179941,08018378286,Χριστόφορος,Δερμιτζάκης,"Τσαχάκη 03,, 56780 Καβάλα",2360 822 659,Γονέας
21016985510,06010753017,Ζηνόβιος,Σφούνης,"Παλαιομοναστήρου 031-271,, ΤΚ 933 47 Λαμία",210 297 2458,Τέκνο
26010193067,28080315936,Λεωνιδιά,Χρυσουλής,"Αγκιστρίου 57,, 27523 Ξάνθη",2760491762,Σύζυγος
27065529645,23109162052,Κυριαζής,Ακριτίδης,"Κεφαλοχωρίου 540,, 41131 Κιλκίς",24670 04 680,Σύζυγος
16056159386,19129192263,Ροδιά,Θηβαίος,"Δουκίδου 8,, 03297 Μυτιλήνη",2220 883 475,Σύζυγος
28028679265,27043654929,Αθηνοδώρα,Καρατζίκος,"Μυχού 68,, 22397 Σπάρτη",210 1395209,Σύζυγος
02116695906,23054189797,Λήδα,Αθανασάκης,"Λούβρου 39,, 378 03 Καρπενήσι",2292044476,Γονέας
01065745641,22115666357,Ανθούλης,Πολυχρονίδης,"Παλαιοκάστρου 95,, ΤΚ 536 62 Χαλκίδα",210 788 7527,Σύζυγος
06020240302,25109465296,Τριανταφυλλιά,Σκουλαρίδης,"Πολυποτάμου 2,, 616 07 Βέροια",2910998943,Τέκνο
10108892941,28092349047,Γκόλφω,Μπούζα,"Ζαρειφοπούλου 373-402,, 116 99 Καστοριά",2562044725,Γονέας
27078913988,12060598466,Τριαντάφυλλη,Μπελέκου,"Πάρ. Μυξόρρουμα 13,, ΤΚ 36715 Πολύγυρος",2970 771 379,Σύζυγος
02088604625,08025881975,Τριανταφυλλιά,Παπαδημητράκης,"Μετοχίου Κηρέως 837-923,, ΤΚ 069 99 Δράμα",(+30) 6985 300532,Σύζυγος
23026285376,26048927765,Αμβροσία,Κατσιγιάννης,"Βυτιναιίκων 8,, ΤΚ 167 11 Ρόδος",6989 272 841,Αδελφός/ή
05015276779,18083324547,Καλομοίρα,Βαλιάκα,"Καλλιανού 788,, 210 93 Πύργος",2109941884,Σύζυγος
22049554356,26116724471,Χριστοδούλα,Πετσιά,"Κρυονέρου 354,, 39660 Τρίκαλα",210 482 1489,Τέκνο
04024817804,19112055273,Λέων,Βαλαβάνης,"Σκινέως 342-679,, ΤΚ 63805 Έδεσσα",2600 718 774,Αδελφός/ή
17095176563,28090927715,Πάρις,Γκουτζαμάνης,"Χρυσοκελλαριάς 522,, ΤΚ 504 43 Άμφισσα",6953 392 772,Σύζυγος
12017365135,19042445554,Ακριβός,Κουρσάρης,"Ικλαίνης 3,, ΤΚ 19919 Πύργος",20390 19 444,Τέκνο
26118639058,07023271306,Ειρηναίος,Πλακωτάρης,"Μπατζάνη 17,, ΤΚ 172 40 Τρίπολη",6910 446867,Σύζυγος
14054629807,30044132792,Ξανθός,Κουτσικόπουλος,"Πλ. Κουτσοχέρου 444,, 408 87 Καρδίτσα",2430121110,Γονέας
15128657468,14059823325,Μαργαρίτα,Κοντογιάννης,"Λεωφ. Πύργου Καλλίστης 0,, 41870 Μυτιλήνη",2020266702,Σύζυγος
04108247267,04059894175,Λεώνη,Ρέγκας,"Πάρ. Δομιανών 772-637,, 84405 Κόρινθος",2104485088,Γονέας
12048156981,29053864153,Διαμαντής,Παντζαρτζίδης,"Βουτά 215,, ΤΚ 018 57 Πύργος",2780622272,Σύζυγος
28067331650,05025141377,Πολυκράτης,Καλαϊτζάκης,"Μανασσή 810,, 135 36 Μεσολόγγι",2820 501665,Τέκνο
28109739484,02027597611,Αρτεμισία,Βαχουθιανάκης,"Ζαρούχλης 55,, 034 52 Χίος",2130 991 136,Γονέας
08029326300,04103799771,Μελένια,Χαλβατζή,"Βαθυπέδου 3,, ΤΚ 753 05 Θεσσαλονίκη",6991 144924,Σύζυγος
23086705752,14078219715,Ροδάνθη,Σιμιτζή,"Πέτρα 94,, 72917 Ξάνθη",+306914119926,Τέκνο
13057688250,01056442835,Ξενοφών,Κουκουβά,"Μόριας 86,, 61127 Ζάκυνθος",+30 6911 531042,Αδελφός/ή
07099454159,09098570935,Τηλεμαχος,Βούκας,"Λυγιάς 0,, 19520 Κομοτηνή",210 136 4561,Αδελφός/ή
29066159269,08129074447,Φοίβος,Μηλιάκη,"Πολυνέρου 46-66,, ΤΚ 383 90 Ρόδος",27280 14 102,Σύζυγος
08024961830,06048662761,Αγνή,Ασσαργιωτάκη,"Αρχαίας Ολυμπίας 465-479,, ΤΚ 936 28 Πάτρα",6939 691526,Σύζυγος
23035145233,18126722566,Τριαντάφυλλος,Μασγαλάς,"Χαλβατζή 52,, ΤΚ 623 48 Κέρκυρα",2104383786,Γονέας
15096930674,23014398915,Δάφνη,Λιούτας,"Κουκκουλίων 537-907,, 43654 Ζάκυνθος",2280978889,Αδελφός/ή
27074945128,30123361760,Νομική,Βαϊραμίδου,"Ξαμουδοχωρίου 747-030,, ΤΚ 68001 Άμφισσα",2340 359 188,Γονέας
20057715937,10100725530,Μικές,Αγγελίδης,"Αγιονερίου 77,, 08578 Ρέθυμνο",210 041 7132,Γονέας
30086631298,15080289599,Βασίλειος,Χρυσικάκη,"Λεπτοκαρυάς Ζαγορίου 47,, 83431 Πάτρα",2645023326,Αδελφός/ή
17057858025,07056808191,Αποστολία,Πιπερίδη,"Ηλιορράχης 909-906,, ΤΚ 635 39 Πάτρα",+306929174215,Τέκνο
18119287080,13040766649,Ναταλίνα,Μαυροπούλου,"Αδαμίου 186,, ΤΚ 849 96 Αγ. Νικόλαος",6956 833 341,Σύζυγος
